,Property Address,Property Area,Property Type,Property Link,Image Links,Property Description,Key Features,Agent Names,Agent Mails,Agent Contacts,Property File Link
89,"Unit 14, Thurrock Business Centre, Breach Road, West Thurrock, Grays, Essex, RM20 3NR",915 Sq Ft (85 Sq M),TO LET,https://propertysearch.altusgroup.com/property/details/2027/Unit-14-Thurrock-Business-Centre-Breach-Road-West-Thurrock-Grays-Essex-RM20-3NR-Industrial/Warehouse-,https://altuscrm.agencypilot.com/crm/store/marketstatus/14.png;https://altuscrm.agencypilot.com/crm/store/property/320+9126_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9127_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9129_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9128_web.jpg,"TO LET - FULLY REFURBISHED WAREHOUSE / INDUSTRIAL UNIT WITH LOADING / PARKING TO FRONT. Thurrock Business Centre is located on Breach Road accessed directly off London Road, a short distance from Junction 30 of the M25 intersection.",All mains services;Electrically operated roller shutter door;Personnel door leading to a small office;Single WC;LED strip lighting;Approximately 3.5m eaves height,CHRIS BIRCH;TOM BOOKER,mailto:chris.birch@altusgroup.com;mailto:tom.booker@altusgroup.com,tel:07976 681951;tel:07584 237141,https://propertysearch.altusgroup.com/umbraco/Surface/PropertySurface/ViewFile?docKey=7256_0jq4fjurggnx23dq&filename=West%20Thurrock%20-%20Thurrock%20Business%20Centre.pdf
90,"Unit 11, Thurrock Business Centre, Breach Road, West Thurrock, Grays, Essex, RM20 3NR",936 Sq Ft (86.95 Sq M),TO LET,https://propertysearch.altusgroup.com/property/details/2026/Unit-11-Thurrock-Business-Centre-Breach-Road-West-Thurrock-Grays-Essex-RM20-3NR-Industrial/Warehouse-,https://altuscrm.agencypilot.com/crm/store/property/320+9122_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9124_web.jpg;https://altuscrm.agencypilot.com/crm/store/marketstatus/8.png;https://altuscrm.agencypilot.com/crm/store/property/320+9121_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9123_web.jpg,"TO LET - FULLY REFURBISHED WAREHOUSE / INDUSTRIAL UNIT WITH LOADING / PARKING TO FRONT. Thurrock Business Centre is located on Breach Road accessed directly off London Road, a short distance from Junction 30 of the M25 intersection.",All mains services;Electrically operated roller shutter door;Personnel door leading to a small office;Single WC;LED strip lighting;Approximately 3.5m eaves height,CHRIS BIRCH;TOM BOOKER,mailto:chris.birch@altusgroup.com;mailto:tom.booker@altusgroup.com,tel:07976 681951;tel:07584 237141,https://propertysearch.altusgroup.com/umbraco/Surface/PropertySurface/ViewFile?docKey=7255_g6sh0sr7545o48u5&filename=West%20Thurrock%20-%20Thurrock%20Business%20Centre.pdf
91,"Unit 10, Thurrock Business Centre, Breach Road, West Thurrock, Grays, Essex, RM20 3NR",926 Sq Ft (86.03 Sq M),TO LET,https://propertysearch.altusgroup.com/property/details/2025/Unit-10-Thurrock-Business-Centre-Breach-Road-West-Thurrock-Grays-Essex-RM20-3NR-Industrial/Warehouse-,https://altuscrm.agencypilot.com/crm/store/property/320+9119_web.jpg;https://altuscrm.agencypilot.com/crm/store/marketstatus/14.png;https://altuscrm.agencypilot.com/crm/store/property/320+9116_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9117_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9118_web.jpg,"TO LET - FULLY REFURBISHED WAREHOUSE / INDUSTRIAL UNIT WITH LOADING / PARKING TO FRONT. Thurrock Business Centre is located on Breach Road accessed directly off London Road, a short distance from Junction 30 of the M25 intersection.",All mains services;Electrically operated roller shutter door;Personnel door leading to a small office;Single WC;LED strip lighting;Approximately 3.5m eaves height,CHRIS BIRCH;TOM BOOKER,mailto:chris.birch@altusgroup.com;mailto:tom.booker@altusgroup.com,tel:07976 681951;tel:07584 237141,https://propertysearch.altusgroup.com/umbraco/Surface/PropertySurface/ViewFile?docKey=7254_9j41kk7cb0q9u908&filename=West%20Thurrock%20-%20Thurrock%20Business%20Centre.pdf
92,"Unit 8, Thurrock Business Centre, Breach Road, West Thurrock, Grays, Essex, RM20 3NR",926 Sq Ft (86.03 Sq M),TO LET,https://propertysearch.altusgroup.com/property/details/2024/Unit-8-Thurrock-Business-Centre-Breach-Road-West-Thurrock-Grays-Essex-RM20-3NR-Industrial/Warehouse-,https://altuscrm.agencypilot.com/crm/store/marketstatus/14.png;https://altuscrm.agencypilot.com/crm/store/property/320+9114_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9113_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9112_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9111_web.jpg,"TO LET - FULLY REFURBISHED WAREHOUSE / INDUSTRIAL UNIT WITH LOADING / PARKING TO FRONT. Thurrock Business Centre is located on Breach Road accessed directly off London Road, a short distance from Junction 30 of the M25 intersection.",All mains services;Electrically operated roller shutter door;Personnel door leading to a small office;Single WC;LED strip lighting;Approximately 3.5m eaves height,CHRIS BIRCH;TOM BOOKER,mailto:chris.birch@altusgroup.com;mailto:tom.booker@altusgroup.com,tel:07976 681951;tel:07584 237141,https://propertysearch.altusgroup.com/umbraco/Surface/PropertySurface/ViewFile?docKey=7253_lu8c2ue679atu222&filename=West%20Thurrock%20-%20Thurrock%20Business%20Centre.pdf
93,"Units 11-12, Thurrock Trade Park, Oliver Road, West Thurrock, Grays, Essex, RM20 3AL","4,842 - 10,939 Sq Ft (449.82 - 1,016.23 Sq M)",TO LET,https://propertysearch.altusgroup.com/property/details/2023/Units-11-12--Thurrock-Trade-Park-Oliver-Road-West-Thurrock-Grays-Essex-RM20-3AL-Industrial/Warehouse-,https://altuscrm.agencypilot.com/crm/store/marketstatus/14.png;https://altuscrm.agencypilot.com/crm/store/property/320+9106_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9105_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9104_web.jpg,"TO LET INDUSTRIAL / WAREHOUSE UNITS. TO BE REFURBISHED. Oliver Road connects with the M25 at Junctions 30/31 within 1.5 miles to the north via St Clement Way and Stonehouse Lane. Lakeside Shipping Centre and Chafford Hundred railway station are a short distance to the north. Neighbouring occupiers include Amazon, Royal Mail, C0-operative and PTS.",6m minimum internal height;35kN/m floor loading;Single electric loading door per unit;10% roof lights;Refurbished first floor offices;EV charging points,TOM BOOKER;CHRIS BIRCH,mailto:tom.booker@altusgroup.com;mailto:chris.birch@altusgroup.com,tel:07584 237141;tel:07976 681951,https://propertysearch.altusgroup.com/umbraco/Surface/PropertySurface/ViewFile?docKey=7519_ib7j10aw5vo1o815&filename=West%20Thurrock%20-%20Thurrock%20Trade%20Park%20Units%2011-12.pdf
94,"Unit 5, Gateway Trading Estate, London Road, Swanley, Kent, BR8 8GA","8,659 Sq Ft (804.42 Sq M)",TO LET,https://propertysearch.altusgroup.com/property/details/2021/Unit-5-Gateway-Trading-Estate-London-Road-Swanley-Kent-BR8-8GA-Industrial/Warehouse-,https://altuscrm.agencypilot.com/crm/store/property/320+9095_web.jpg;https://altuscrm.agencypilot.com/crm/store/marketstatus/14.png;https://altuscrm.agencypilot.com/crm/store/property/320+9098_web.jpg,TO LET - WAREHOUSE / INDUSTRIAL UNIT - TO BE REFURBISHED. Gateway Trading Estate is prominently situated off London Road adjacent to junction 3 of the M25 at the intersection with the M20 / A20 providing quick access to the Channel Tunnel and Ports to the east and Central London the the west.,"New roof, LED lighting throughout;6.7m (22ft) eaves height;3 phase power;2 full height roller shutter doors;Separate WCs;Instant access to M25/M20 Interchange with direct visibility to the A20;Kitchenette;Direct fibre connection;Potential to secure the front yard / parking area",TOM BOOKER;CHRIS BIRCH,mailto:tom.booker@altusgroup.com;mailto:chris.birch@altusgroup.com,tel:07584 237141;tel:07976 681951,https://propertysearch.altusgroup.com/umbraco/Surface/PropertySurface/ViewFile?docKey=7245_h9ri0mk77773h3n0&filename=Swanley%20-%20Gateway%20Trading%20Estate%20Unit%205.pdf
95,"Unit B, Stenmar Works, Commerce Way, Edenbridge, Kent, TN8 6ED","10,000 - 19,011 Sq Ft (929 - 1,766.12 Sq M)",TO LET,https://propertysearch.altusgroup.com/property/details/2019/Unit-B-Stenmar-Works-Commerce-Way-Edenbridge-Kent-TN8-6ED-Industrial/Warehouse-,https://altuscrm.agencypilot.com/crm/store/property/320+9091_web.jpg;https://altuscrm.agencypilot.com/crm/store/marketstatus/14.png;https://altuscrm.agencypilot.com/crm/store/property/320+9090_web.jpg,INDUSTRIAL / WAREHOUSE PREMISES - TO LET. The property comprises a self-contained unit part of a larger stand-alone building that has been split to provide three properties and comprises a main warehouse / workshop facility with ancillary ground and first floor office accommodation. The unit benefits from external storage to the rear.,"Good on-site car parking;Three phase electricity;Full height loading door;5.5m to underside of haunch;Male, female & disabled WCs;WC & shower room to first floor;Cellular offices to first floor;Open plan office to ground floor;Kitchen facilities",ROBERT BRADLEY-SMITH;HARVEY ARROWSMITH,mailto:robert.bradley-smith@altusgroup.com;mailto:harvey.arrowsmith@altusgroup.com,tel:01737 243328;tel:01737 243328,https://propertysearch.altusgroup.com/umbraco/Surface/PropertySurface/ViewFile?docKey=7283_c9i9parjr8f4f8r2&filename=Details%20-%20Unit%20B%2C%20Stenmar%20Works%2C%20Edenbridge.pdf
96,"Unit 1, Five Arches Business Estate, Maidstone Road, Sidcup, Kent, DA14 5AE","22,537 Sq Ft (2,093.69 Sq M)",TO LET,https://propertysearch.altusgroup.com/property/details/2018/Unit-1-Five-Arches-Business-Estate-Maidstone-Road-Sidcup-Kent-DA14-5AE-Industrial/Warehouse-,https://altuscrm.agencypilot.com/crm/store/marketstatus/14.png;https://altuscrm.agencypilot.com/crm/store/property/320+9086_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9087_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9088_web.jpg,"TO LET - MODERN DETACHED INDUSTRIAL UNIT. The unit is situated at the entrance to the modern Five Arches Business Estate just off Maidstone Road in Foots Cray, Sidcup, an established commercial area close to Ruxley Corner (A223) and within a short drive of the A20 (Sidcup by Pass) at Crittalls Corner which leads to M25 junction 3. It is ideally located for companies seeking to service the South East London / North West Kent area via the excellent connections to local major routes and the motorway network.",7.5m clear internal height;2 full height loading doors;280kva 3 phase power supply;All mains services;Heating and lighting throughout;WCs on both floors;Kitchenette at first floor;40 car spaces;Fenced rear service yard,TOM BOOKER;STEVE RICHMOND,mailto:tom.booker@altusgroup.com;mailto:stephen.richmond@altusgroup.com,tel:07584 237141;tel:07771 900682,https://propertysearch.altusgroup.com/umbraco/Surface/PropertySurface/ViewFile?docKey=7307_3402rt1y6987gudr&filename=Sidcup%20-%20Five%20Arches%20Business%20Estate%20Unit%201%20-%20Updated%20areas.pdf
97,"Unit 24, Horizon Business Centre, Alder Close, Erith, Kent, DA18 4AJ","2,575 Sq Ft (239.22 Sq M)",TO LET / FOR SALE,https://propertysearch.altusgroup.com/property/details/2014/Unit-24-Horizon-Business-Centre-Alder-Close-Erith-Kent-DA18-4AJ-Industrial/Warehouse-,https://altuscrm.agencypilot.com/crm/store/marketstatus/8.png;https://altuscrm.agencypilot.com/crm/store/property/320+9073_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9072_web.jpg,"TO LET / FOR SALE - MODERN INDUSTRIAL UNIT. The 28 unit Horizon Business Centre scheme is located opposite the Thames Innovation Centre on Waldrist Way, access is via Yarnton Way leading from the main A2016 via the roundabout junction of Eastern Way and Picardy Manorway. The A2016 provides a dual carriageway link passing between junction 1a M25 (6.5 miles) and the Blackwall Tunnel (7 miles). Belvedere train station which has regular services to London Bridge, Charing Cross and Cannon Street is within a mile of the estate and Abbey Wood station with its forthcoming Crossrail station is only 3.5 miles distant.","B1,B2 & B8 Planning Consent;First Floor Office;3 Phase power supply;Clear internal height 6.4m;20kN/m ground floor loading;Sectional overhead loading door;WC facilities",CHRIS BIRCH;STEVE RICHMOND,mailto:chris.birch@altusgroup.com;mailto:stephen.richmond@altusgroup.com,tel:07976 681951;tel:07771 900682,https://propertysearch.altusgroup.com/umbraco/Surface/PropertySurface/ViewFile?docKey=7325_q0fw2le8h8khyph6&filename=Erith%20-%20Unit%2024%20Horizon%20Business%20Centre%20Alder%20Close.pdf
98,"Units 3, 4 & 7, Epsom Downs Metro Centre, Waterfield, Tadworth, Surrey, KT20 5LR","1,697 - 6,837 Sq Ft (157.65 - 635.16 Sq M)",TO LET,https://propertysearch.altusgroup.com/property/details/2011/Units-3-4-and-7-Epsom-Downs-Metro-Centre-Waterfield-Tadworth-Surrey-KT20-5LR-Industrial/Warehouse-,https://altuscrm.agencypilot.com/crm/store/property/320+9066_web.jpg;https://altuscrm.agencypilot.com/crm/store/marketstatus/14.png;https://altuscrm.agencypilot.com/crm/store/property/320+9067_web.jpg,"WAREHOUSE / BUSINESS UNITS - TO LET. Semi-detached / terraced business units. Unit 4 offers standard warehouse accommodation with a small mezzanine office. Units 3 and 7 have full mezzanine floors which provide first floor office accommodation with a mixture of open plan and partitioned meeting rooms, with workshop facilities on the ground floor.",On-site car parking spaces;Loading doors - 3m wide x 3m high;3 phase electricity;Aircon / gas central heating;WC facilities;Kitchenette;Suspended ceilings,ROBERT BRADLEY-SMITH;HARVEY ARROWSMITH,mailto:robert.bradley-smith@altusgroup.com;mailto:harvey.arrowsmith@altusgroup.com,tel:01737 243328;tel:01737 243328,https://propertysearch.altusgroup.com/umbraco/Surface/PropertySurface/ViewFile?docKey=7226_12nh53806978u379&filename=Details%20-%20Units%203%2C%204%20and%207%20Epsom%20Downs%20Metro%20Centre%2C%20Tadworth.pdf
99,"Gnd & 2nd Floor, 26-28, Pembroke Road, Sevenoaks, Kent, TN13 1XR","3,128 - 6,561 Sq Ft (290.59 - 609.52 Sq M)",TO LET,https://propertysearch.altusgroup.com/property/details/2003/Gnd-and-2nd-Floor-26-28-Pembroke-Road-Sevenoaks-Kent-TN13-1XR-Office-,https://altuscrm.agencypilot.com/crm/store/marketstatus/14.png;https://altuscrm.agencypilot.com/crm/store/property/320+9040_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9042_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9041_web.jpg,"TO LET - HIGH QUALITY OFFICE BUILDING. Available separately or combined. The property is prominently located on the corner of Pembroke Road and London Road, Sevenoaks and is just a short walk away from both Sevenoaks Station (trans to London Bridge 22 minutes, trains to Cannon Street 36 minutes) and Sevenoaks town centre.",Private secure car parking;Air conditioning;Fitted kitchenette;Showers;Refurbished;Close to Sevenoaks Station;Close to Town Centre;Second Floor Furnished,STEWART SMITH,mailto:stewart.smith@altusgroup.com,tel:07841460308,https://propertysearch.altusgroup.com/umbraco/Surface/PropertySurface/ViewFile?docKey=7472_193vd2ncl6wzdjwb&filename=Sevenoaks%20-%20Pembroke%20Road%2026-28.pdf
100,"Unit 4, Wells Place, Gatton Park Business Centre, Wells Place, Merstham, Redhill, Surrey, RH1 3LG","20,553 Sq Ft (1,909.37 Sq M)",TO LET,https://propertysearch.altusgroup.com/property/details/2001/Unit-4-Wells-Place-Gatton-Park-Business-Centre-Wells-Place-Merstham-Redhill-Surrey-RH1-3LG-Industrial/Warehouse-,https://altuscrm.agencypilot.com/crm/store/property/320+9031_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9033_web.jpg;https://altuscrm.agencypilot.com/crm/store/marketstatus/8.png;https://altuscrm.agencypilot.com/crm/store/property/320+9034_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9032_web.jpg,"SELF-CONTAINED HEADQUARTERS UNIT WITH SECURE YARD AREA - TO LET. Unit 4 is a prominent self-contained Head Quarters warehouse unit of steel portal frame construction with profile cladding to the external elevations, and a glazed curtain walling to the office accommodation.",Two electric roller shutter loading doors;Loading canopy;3 phase power;6m eaves height;Secure yard;Offices with kitchenette and reception area;47 parking spaces,ROBERT BRADLEY-SMITH;HARVEY ARROWSMITH,mailto:robert.bradley-smith@altusgroup.com;mailto:harvey.arrowsmith@altusgroup.com,tel:01737 243328;tel:01737 243328,https://propertysearch.altusgroup.com/umbraco/Surface/PropertySurface/ViewFile?docKey=7229_6vxfv0br8d3920yb&filename=Details%20-%20Unit%204%20Wells%20Place%2C%20Redhill.pdf
101,"Plot 4, Thurrock Open Storage Park, Oliver Road, West Thurrock, Grays, Essex, RM20 3EE",1.13 Acres (0.46 Hectares),TO LET,https://propertysearch.altusgroup.com/property/details/1608/Plot-4-Thurrock-Open-Storage-Park-Oliver-Road-West-Thurrock-Grays-Essex-RM20-3EE-Land-,https://altuscrm.agencypilot.com/crm/store/marketstatus/14.png;https://altuscrm.agencypilot.com/crm/store/property/320+7013_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+7014_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+7015_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9099_web.jpg,"TO LET - 1.13 ACRES (0.46 HA) SUITABLE FOR OPEN STORAGE OR INDUSTRIAL/WAREHOUSE USES. Thurrock Open Storage Park is located in West Thurrock, an established industrial location with a variety of local and national occupiers evident including Amazon, Royal Mail and Co-operative Group. Situated on the north bank of the River Thames, the site is approximately 17 miles (27km) to east of Central London. Transport links are excellent with Junction 30/31 of the M25 motorway and the A13 lying approximately 1.5 miles (2.4km) to the north west, giving access to the national motorway network.","Plot 4 is a cleared level site of 1.13 acres (0.46 ha). Features includes a concrete surfaced yard, secure fencing, drainage, water and power connections. £225,000.00 Rent Pa.",TOM BOOKER,mailto:tom.booker@altusgroup.com,tel:07584 237141,https://propertysearch.altusgroup.com/umbraco/Surface/PropertySurface/ViewFile?docKey=5389_qj6y000g0876w8no&filename=West%20Thurrock%20-%20Thurrock%20Open%20Storage%20Park%20Plot%204.pdf
102,"Unit 30, Gemini Business Park, Valor Park, Hornet Way, Beckton, London, E6 7FF","18,557 Sq Ft (1,723.95 Sq M)",TO LET,https://propertysearch.altusgroup.com/property/details/1994/Unit-30-Gemini-Business-Park-Valor-Park-Hornet-Way-Beckton-London-E6-7FF-Industrial/Warehouse-,https://altuscrm.agencypilot.com/crm/store/marketstatus/14.png;https://altuscrm.agencypilot.com/crm/store/property/320+8998_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+8997_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+8999_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+8996_web.jpg,"TO LET - BRAND NEW SELF CONTAINED INDUSTRIAL / WAREHOUSE UNITS AVAILABLE Q4 2022. Gemini Business Park is an established industrial / warehouse development at the heart of the Thames Gateway. Two brand new high quality industrial / logistics units will be built on this popular urban logistics hub which is located one mile from the A13 / A406 Interchange, enabling customers to service East London and the City, while providing fast connectivity to the M25 (J30) and M11 (J4).",25m yard depth;10m Clear internal height;4 Electric car charging points;6 Car parking spaces;Loading from 2 elevations;50kN/ sq m Floor loading;4 Level access doors;12 Bicycle spaces,CHRIS BIRCH;STEVE RICHMOND,mailto:chris.birch@altusgroup.com;mailto:stephen.richmond@altusgroup.com,tel:07976 681951;tel:07771 900682,https://propertysearch.altusgroup.com/umbraco/Surface/PropertySurface/ViewFile?docKey=7401_x1xdg44h258d295u&filename=London%20E6%20-%20Valor%20Park%20Gemini%20Unit%2029%20and%2030.pdf
103,"Unit 29, Gemini Business Park, Valor Park, Hornet Way, Beckton, London, E6 7FF","22,980 Sq Ft (2,134.84 Sq M)",TO LET,https://propertysearch.altusgroup.com/property/details/1993/Unit-29-Gemini-Business-Park-Valor-Park-Hornet-Way-Beckton-London-E6-7FF-Industrial/Warehouse-,https://altuscrm.agencypilot.com/crm/store/property/320+8995_web.jpg;https://altuscrm.agencypilot.com/crm/store/marketstatus/14.png;https://altuscrm.agencypilot.com/crm/store/property/320+8992_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+8994_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+8993_web.jpg,"TO LET - BRAND NEW SELF CONTAINED INDUSTRIAL / WAREHOUSE UNITS AVAILABLE Q4 2022. Gemini Business Park is an established industrial / warehouse development at the heart of the Thames Gateway. Two brand new high quality industrial / logistics units will be built on this popular urban logistics hub which is located one mile from the A13 / A406 Interchange, enabling customers to service East London and the City, while providing fast connectivity to the M25 (J30) and M11 (J4).",19.8m yard depth;10m Clear internal height;4 Electric car charging points;8 Car parking spaces;3 Motorcycle spaces;50kN/ sq m Floor loading;3 Level access door;12 Bicycle spaces,CHRIS BIRCH;STEVE RICHMOND,mailto:chris.birch@altusgroup.com;mailto:stephen.richmond@altusgroup.com,tel:07976 681951;tel:07771 900682,https://propertysearch.altusgroup.com/umbraco/Surface/PropertySurface/ViewFile?docKey=7402_h11m27k9jiclz87a&filename=London%20E6%20-%20Valor%20Park%20Gemini%20Unit%2029%20and%2030.pdf
104,"Manston House, Manston Business Park, Columbus Avenue, Ramsgate, Kent, CT12 5BF","174,161 Sq Ft (16,179.56 Sq M)",TO LET,https://propertysearch.altusgroup.com/property/details/1992/Manston-House-Manston-Business-Park-Columbus-Avenue-Ramsgate-Kent-CT12-5BF-Industrial/Warehouse-,https://altuscrm.agencypilot.com/crm/store/property/320+9039_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+8990_web.jpg;https://altuscrm.agencypilot.com/crm/store/marketstatus/14.png;https://altuscrm.agencypilot.com/crm/store/property/320+9038_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+8991_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+8988_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+8989_web.jpg,"TO LET - INDUSTRIAL/DISTRIBUTION WAREHOUSE UNIT. The property is located on the well - established Manston Business Park, approximately 6 miles west of Ramsgate and 75 miles east of London. The Business Park provides good accessibility to the Channel Ports of Ramsgate (6 miles), Dover (19 miles) and Folkstone (24 miles). Manson is connected to the motorway network via the A299 dual carriageway which leads to J7 of the M2, 20 miles to the east. To the south east, the A28 connects with J9 of the M20 motorway.","Low site coverage;Ground level loading doors;Eaves height 9m;Self-contained yard;Expansion land;Cranes and rails running the length of the bays;Sprinkler system;Canopies, Large power supply;HGV Parking Spaces, 240 Car parking spaces;Fully furnished offices",STEWART SMITH;ROBERT BRADLEY-SMITH,mailto:stewart.smith@altusgroup.com;mailto:robert.bradley-smith@altusgroup.com,tel:07841460308;tel:01737 243328,https://propertysearch.altusgroup.com/umbraco/Surface/PropertySurface/ViewFile?docKey=7206_66o8ej61n4ho697g&filename=Ramsgate%20%20-%20Manston%20House%20Ramsgate.pdf
105,"Unit 5, The Interchange, Wested Lane, Swanley, Kent, BR8 8TE","17,205 Sq Ft (1,598.34 Sq M)",TO LET,https://propertysearch.altusgroup.com/property/details/1991/Unit-5-The-Interchange-Wested-Lane-Swanley-Kent-BR8-8TE-Industrial/Warehouse-,https://altuscrm.agencypilot.com/crm/store/marketstatus/14.png;https://altuscrm.agencypilot.com/crm/store/property/320+9368_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9366_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9367_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+8985_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9370_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9369_web.jpg,"TO LET - WAREHOUSE/INDUSTRIAL UNIT - TO BE REFURBISHED. The interchange, Swanley is prominently located adjacent to Junction 3 of the M25 at the intersection with the A20 / M20 and is a key distribution location for occupiers wishing to serve central London to the west and the southern M25 markets in Kent to the east. Swanley railway station is located approximately 1 mile to the north west of the site and provides a direct rain service to London Victoria with the fastest journey time of 33 minutes.",To be refurbished;Level loading door;3 phase power;6m eaves height;24 hour manned gatehouse;Secure site;Junction 3 M25,STEVE RICHMOND;CHRIS BIRCH,mailto:stephen.richmond@altusgroup.com;mailto:chris.birch@altusgroup.com,tel:07771 900682;tel:07976 681951,https://propertysearch.altusgroup.com/umbraco/Surface/PropertySurface/ViewFile?docKey=7550_kyox8f2u425ukg18&filename=Swanley%20-%20The%20Interchange%20Unit%205.pdf
106,"1 Christchurch Way, Woking, Surrey, GU21 6JG","4,990 - 19,607 Sq Ft (463.57 - 1,821.49 Sq M)",TO LET,https://propertysearch.altusgroup.com/property/details/1988/1-Christchurch-Way-Woking-Surrey-GU21-6JG-Office-,https://altuscrm.agencypilot.com/crm/store/property/320+8965_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+8962_web.jpg;https://altuscrm.agencypilot.com/crm/store/marketstatus/8.png;https://altuscrm.agencypilot.com/crm/store/property/320+8967_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+8968_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+8963_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+8964_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+8969_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+8966_web.jpg,FULLY FITTED HIGH QUALITY TOWN CENTRE OFFICES - TO LET. One Christchurch Way is a striking modern office building in the middle of Woking town centre with impressive aluminium solar shading and attractive landscaping.,High quality fit out Flexible lease & size options;Plug and play potential;Raised floors & metal tile suspended ceilings;Air conditioning;Male & female WCs and shower facilities;2 x passenger lifts;23 Secure basement parking spaces (1:853);Further parking available on licences at the nearby Victoria Way Car Park,TIM HODGES;MATT WALTERS,mailto:tim.hodges@altusgroup.com;mailto:matt.walters@altusgroup.com,tel:01737 243 328;tel:01737 243 328,https://propertysearch.altusgroup.com/umbraco/Surface/PropertySurface/ViewFile?docKey=7406_739e3k395n69g908&filename=Brochure%20-%20One%20Christchurch%20Way%2C%20Woking.pdf
107,"Part 1st Floor, 11 Tower View, Kings Hill, West Malling, Kent, ME19 4UY","5,316 Sq Ft (493.86 Sq M)",TO LET,https://propertysearch.altusgroup.com/property/details/1986/Part-1st-Floor-11-Tower-View-Kings-Hill-West-Malling-Kent-ME19-4UY-Office-,https://altuscrm.agencypilot.com/crm/store/marketstatus/14.png;https://altuscrm.agencypilot.com/crm/store/property/320+8945_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+8943_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+8944_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+8942_web.jpg,"TO LET - PART FIRST FLOOR OFFICE SUITE IN A 2-STOREY AIR CONDITIONED OFFICE BUILDING. Kings Hill is 2 miles from Junction 4 of the M20 which leads to the M26/M25 and from there to Heathrow, Gatwick, Stansted and City airports. Ebbsfleet International is just 25 minutes by road. Free parking, plus car share scheme and shuttle bus link to West Malling for Kings Hill railway station, with services into London, are welcomed by visitors and staff alike.","Impressive glass atrium entrance and lobby area;VAV air conditioning;Suspended ceilings with recessed lighting;Carpeted raised floors;13 person passenger lift;Communal WC cores, plus disabled and shower facilities",STEVE RICHMOND,mailto:stephen.richmond@altusgroup.com,tel:07771 900682,https://propertysearch.altusgroup.com/umbraco/Surface/PropertySurface/ViewFile?docKey=7168_cb0u7i765lt8q1h2&filename=Kings%20Hill%20-%20Tower%20View%2011.pdf
